[ Info: 48_3: File for first layer exists [3], 153993; loading ...
[ Info: 48_3: layer 2/2, base field no. 1/61, constructing abelian extensions
[ Info: 48_3: layer 2/2, base field no. 1/61, checking fields: 0
[ Info: 48_3: layer 2/2, base field no. 2/61, constructing abelian extensions
[ Info: 48_3: layer 2/2, base field no. 2/61, checking fields: 0
[ Info: 48_3: layer 2/2, base field no. 3/61, constructing abelian extensions
[ Info: 48_3: layer 2/2, base field no. 3/61, checking fields: 0
[ Info: 48_3: layer 2/2, base field no. 4/61, constructing abelian extensions
[ Info: 48_3: layer 2/2, base field no. 4/61, checking fields: 1
[ Info: 48_3: layer 2/2, base field no. 4/61, 1/1
[ Info: 48_3: layer 2/2, base field no. 5/61, constructing abelian extensions
[ Info: 48_3: layer 2/2, base field no. 5/61, checking fields: 0
[ Info: 48_3: layer 2/2, base field no. 6/61, constructing abelian extensions
[ Info: 48_3: layer 2/2, base field no. 6/61, checking fields: 0
[ Info: 48_3: layer 2/2, base field no. 7/61, constructing abelian extensions
[ Info: 48_3: layer 2/2, base field no. 7/61, checking fields: 0
[ Info: 48_3: layer 2/2, base field no. 8/61, constructing abelian extensions
[ Info: 48_3: layer 2/2, base field no. 8/61, checking fields: 0
[ Info: 48_3: layer 2/2, base field no. 9/61, constructing abelian extensions
[ Info: 48_3: layer 2/2, base field no. 9/61, checking fields: 0
[ Info: 48_3: layer 2/2, base field no. 10/61, constructing abelian extensions
[ Info: 48_3: layer 2/2, base field no. 10/61, checking fields: 0
[ Info: 48_3: layer 2/2, base field no. 11/61, constructing abelian extensions
[ Info: 48_3: layer 2/2, base field no. 11/61, checking fields: 0
[ Info: 48_3: layer 2/2, base field no. 12/61, constructing abelian extensions
[ Info: 48_3: layer 2/2, base field no. 12/61, checking fields: 0
[ Info: 48_3: layer 2/2, base field no. 13/61, constructing abelian extensions
[ Info: 48_3: layer 2/2, base field no. 13/61, checking fields: 0
[ Info: 48_3: layer 2/2, base field no. 14/61, constructing abelian extensions
[ Info: 48_3: layer 2/2, base field no. 14/61, checking fields: 0
[ Info: 48_3: layer 2/2, base field no. 15/61, constructing abelian extensions
[ Info: 48_3: layer 2/2, base field no. 15/61, checking fields: 0
[ Info: 48_3: layer 2/2, base field no. 16/61, constructing abelian extensions
[ Info: 48_3: layer 2/2, base field no. 16/61, checking fields: 0
[ Info: 48_3: layer 2/2, base field no. 17/61, constructing abelian extensions
[ Info: 48_3: layer 2/2, base field no. 17/61, checking fields: 0
[ Info: 48_3: layer 2/2, base field no. 18/61, constructing abelian extensions
[ Info: 48_3: layer 2/2, base field no. 18/61, checking fields: 0
[ Info: 48_3: layer 2/2, base field no. 19/61, constructing abelian extensions
[ Info: 48_3: layer 2/2, base field no. 19/61, checking fields: 0
[ Info: 48_3: layer 2/2, base field no. 20/61, constructing abelian extensions
[ Info: 48_3: layer 2/2, base field no. 20/61, checking fields: 0
[ Info: 48_3: layer 2/2, base field no. 21/61, constructing abelian extensions
[ Info: 48_3: layer 2/2, base field no. 21/61, checking fields: 0
[ Info: 48_3: layer 2/2, base field no. 22/61, constructing abelian extensions
[ Info: 48_3: layer 2/2, base field no. 22/61, checking fields: 0
[ Info: 48_3: layer 2/2, base field no. 23/61, constructing abelian extensions
[ Info: 48_3: layer 2/2, base field no. 23/61, checking fields: 0
[ Info: 48_3: layer 2/2, base field no. 24/61, constructing abelian extensions
[ Info: 48_3: layer 2/2, base field no. 24/61, checking fields: 0
[ Info: 48_3: layer 2/2, base field no. 25/61, constructing abelian extensions
[ Info: 48_3: layer 2/2, base field no. 25/61, checking fields: 0
[ Info: 48_3: layer 2/2, base field no. 26/61, constructing abelian extensions
[ Info: 48_3: layer 2/2, base field no. 26/61, checking fields: 0
[ Info: 48_3: layer 2/2, base field no. 27/61, constructing abelian extensions
[ Info: 48_3: layer 2/2, base field no. 27/61, checking fields: 0
[ Info: 48_3: layer 2/2, base field no. 28/61, constructing abelian extensions
[ Info: 48_3: layer 2/2, base field no. 28/61, checking fields: 0
[ Info: 48_3: layer 2/2, base field no. 29/61, constructing abelian extensions
[ Info: 48_3: layer 2/2, base field no. 29/61, checking fields: 0
[ Info: 48_3: layer 2/2, base field no. 30/61, constructing abelian extensions
[ Info: 48_3: layer 2/2, base field no. 30/61, checking fields: 0
[ Info: 48_3: layer 2/2, base field no. 31/61, constructing abelian extensions
[ Info: 48_3: layer 2/2, base field no. 31/61, checking fields: 0
[ Info: 48_3: layer 2/2, base field no. 32/61, constructing abelian extensions
[ Info: 48_3: layer 2/2, base field no. 32/61, checking fields: 0
[ Info: 48_3: layer 2/2, base field no. 33/61, constructing abelian extensions
[ Info: 48_3: layer 2/2, base field no. 33/61, checking fields: 0
[ Info: 48_3: layer 2/2, base field no. 34/61, constructing abelian extensions
[ Info: 48_3: layer 2/2, base field no. 34/61, checking fields: 0
[ Info: 48_3: layer 2/2, base field no. 35/61, constructing abelian extensions
[ Info: 48_3: layer 2/2, base field no. 35/61, checking fields: 0
[ Info: 48_3: layer 2/2, base field no. 36/61, constructing abelian extensions
[ Info: 48_3: layer 2/2, base field no. 36/61, checking fields: 0
[ Info: 48_3: layer 2/2, base field no. 37/61, constructing abelian extensions
[ Info: 48_3: layer 2/2, base field no. 37/61, checking fields: 0
[ Info: 48_3: layer 2/2, base field no. 38/61, constructing abelian extensions
[ Info: 48_3: layer 2/2, base field no. 38/61, checking fields: 0
[ Info: 48_3: layer 2/2, base field no. 39/61, constructing abelian extensions
[ Info: 48_3: layer 2/2, base field no. 39/61, checking fields: 0
[ Info: 48_3: layer 2/2, base field no. 40/61, constructing abelian extensions
[ Info: 48_3: layer 2/2, base field no. 40/61, checking fields: 0
[ Info: 48_3: layer 2/2, base field no. 41/61, constructing abelian extensions
[ Info: 48_3: layer 2/2, base field no. 41/61, checking fields: 0
[ Info: 48_3: layer 2/2, base field no. 42/61, constructing abelian extensions
[ Info: 48_3: layer 2/2, base field no. 42/61, checking fields: 0
[ Info: 48_3: layer 2/2, base field no. 43/61, constructing abelian extensions
[ Info: 48_3: layer 2/2, base field no. 43/61, checking fields: 0
[ Info: 48_3: layer 2/2, base field no. 44/61, constructing abelian extensions
[ Info: 48_3: layer 2/2, base field no. 44/61, checking fields: 0
[ Info: 48_3: layer 2/2, base field no. 45/61, constructing abelian extensions
[ Info: 48_3: layer 2/2, base field no. 45/61, checking fields: 0
[ Info: 48_3: layer 2/2, base field no. 46/61, constructing abelian extensions
