[ Info: 72_42: File for first layer exists [6], 12115276587; loading ...
[ Info: 72_42: layer 2/3, base field no. 1/258, constructing abelian extensions
[ Info: 72_42: layer 2/3, base field no. 1/258, checking fields: 3
[ Info: 72_42: layer 2/3, base field no. 1/258, 1/3
[ Info: 72_42: layer 2/3, base field no. 1/258, 2/3
[ Info: 72_42: layer 2/3, base field no. 1/258, 3/3
[ Info: 72_42: layer 2/3, base field no. 2/258, constructing abelian extensions
[ Info: 72_42: layer 2/3, base field no. 2/258, checking fields: 3
[ Info: 72_42: layer 2/3, base field no. 2/258, 1/3
[ Info: 72_42: layer 2/3, base field no. 2/258, 2/3
[ Info: 72_42: layer 2/3, base field no. 2/258, 3/3
[ Info: 72_42: layer 2/3, base field no. 3/258, constructing abelian extensions
[ Info: 72_42: layer 2/3, base field no. 3/258, checking fields: 0
[ Info: 72_42: layer 2/3, base field no. 4/258, constructing abelian extensions
[ Info: 72_42: layer 2/3, base field no. 4/258, checking fields: 0
[ Info: 72_42: layer 2/3, base field no. 5/258, constructing abelian extensions
[ Info: 72_42: layer 2/3, base field no. 5/258, checking fields: 0
[ Info: 72_42: layer 2/3, base field no. 6/258, constructing abelian extensions
[ Info: 72_42: layer 2/3, base field no. 6/258, checking fields: 6
[ Info: 72_42: layer 2/3, base field no. 6/258, 1/6
[ Info: 72_42: layer 2/3, base field no. 6/258, 2/6
[ Info: 72_42: layer 2/3, base field no. 6/258, 3/6
[ Info: 72_42: layer 2/3, base field no. 6/258, 4/6
[ Info: 72_42: layer 2/3, base field no. 6/258, 5/6
[ Info: 72_42: layer 2/3, base field no. 6/258, 6/6
[ Info: 72_42: layer 2/3, base field no. 7/258, constructing abelian extensions
[ Info: 72_42: layer 2/3, base field no. 7/258, checking fields: 5
[ Info: 72_42: layer 2/3, base field no. 7/258, 1/5
[ Info: 72_42: layer 2/3, base field no. 7/258, 2/5
[ Info: 72_42: layer 2/3, base field no. 7/258, 3/5
[ Info: 72_42: layer 2/3, base field no. 7/258, 4/5
[ Info: 72_42: layer 2/3, base field no. 7/258, 5/5
[ Info: 72_42: layer 2/3, base field no. 8/258, constructing abelian extensions
[ Info: 72_42: layer 2/3, base field no. 8/258, checking fields: 1
[ Info: 72_42: layer 2/3, base field no. 8/258, 1/1
[ Info: 72_42: layer 2/3, base field no. 9/258, constructing abelian extensions
[ Info: 72_42: layer 2/3, base field no. 9/258, checking fields: 3
[ Info: 72_42: layer 2/3, base field no. 9/258, 1/3
[ Info: 72_42: layer 2/3, base field no. 9/258, 2/3
[ Info: 72_42: layer 2/3, base field no. 9/258, 3/3
[ Info: 72_42: layer 2/3, base field no. 10/258, constructing abelian extensions
[ Info: 72_42: layer 2/3, base field no. 10/258, checking fields: 3
[ Info: 72_42: layer 2/3, base field no. 10/258, 1/3
[ Info: 72_42: layer 2/3, base field no. 10/258, 2/3
[ Info: 72_42: layer 2/3, base field no. 10/258, 3/3
[ Info: 72_42: layer 2/3, base field no. 11/258, constructing abelian extensions
[ Info: 72_42: layer 2/3, base field no. 11/258, checking fields: 0
[ Info: 72_42: layer 2/3, base field no. 12/258, constructing abelian extensions
[ Info: 72_42: layer 2/3, base field no. 12/258, checking fields: 0
[ Info: 72_42: layer 2/3, base field no. 13/258, constructing abelian extensions
[ Info: 72_42: layer 2/3, base field no. 13/258, checking fields: 25
[ Info: 72_42: layer 2/3, base field no. 13/258, 1/25
[ Info: 72_42: layer 2/3, base field no. 13/258, 2/25
[ Info: 72_42: layer 2/3, base field no. 13/258, 3/25
[ Info: 72_42: layer 2/3, base field no. 13/258, 4/25
[ Info: 72_42: layer 2/3, base field no. 13/258, 5/25
[ Info: 72_42: layer 2/3, base field no. 13/258, 6/25
[ Info: 72_42: layer 2/3, base field no. 13/258, 7/25
[ Info: 72_42: layer 2/3, base field no. 13/258, 8/25
[ Info: 72_42: layer 2/3, base field no. 13/258, 9/25
[ Info: 72_42: layer 2/3, base field no. 13/258, 10/25
[ Info: 72_42: layer 2/3, base field no. 13/258, 11/25
[ Info: 72_42: layer 2/3, base field no. 13/258, 12/25
[ Info: 72_42: layer 2/3, base field no. 13/258, 13/25
[ Info: 72_42: layer 2/3, base field no. 13/258, 14/25
[ Info: 72_42: layer 2/3, base field no. 13/258, 15/25
[ Info: 72_42: layer 2/3, base field no. 13/258, 16/25
[ Info: 72_42: layer 2/3, base field no. 13/258, 17/25
[ Info: 72_42: layer 2/3, base field no. 13/258, 18/25
[ Info: 72_42: layer 2/3, base field no. 13/258, 19/25
[ Info: 72_42: layer 2/3, base field no. 13/258, 20/25
[ Info: 72_42: layer 2/3, base field no. 13/258, 21/25
[ Info: 72_42: layer 2/3, base field no. 13/258, 22/25
[ Info: 72_42: layer 2/3, base field no. 13/258, 23/25
[ Info: 72_42: layer 2/3, base field no. 13/258, 24/25
[ Info: 72_42: layer 2/3, base field no. 13/258, 25/25
[ Info: 72_42: layer 2/3, base field no. 14/258, constructing abelian extensions
[ Info: 72_42: layer 2/3, base field no. 14/258, checking fields: 2
[ Info: 72_42: layer 2/3, base field no. 14/258, 1/2
[ Info: 72_42: layer 2/3, base field no. 14/258, 2/2
[ Info: 72_42: layer 2/3, base field no. 15/258, constructing abelian extensions
[ Info: 72_42: layer 2/3, base field no. 15/258, checking fields: 1
[ Info: 72_42: layer 2/3, base field no. 15/258, 1/1
[ Info: 72_42: layer 2/3, base field no. 16/258, constructing abelian extensions
[ Info: 72_42: layer 2/3, base field no. 16/258, checking fields: 1
[ Info: 72_42: layer 2/3, base field no. 16/258, 1/1
[ Info: 72_42: layer 2/3, base field no. 17/258, constructing abelian extensions
[ Info: 72_42: layer 2/3, base field no. 17/258, checking fields: 0
[ Info: 72_42: layer 2/3, base field no. 18/258, constructing abelian extensions
[ Info: 72_42: layer 2/3, base field no. 18/258, checking fields: 0
[ Info: 72_42: layer 2/3, base field no. 19/258, constructing abelian extensions
[ Info: 72_42: layer 2/3, base field no. 19/258, checking fields: 3
[ Info: 72_42: layer 2/3, base field no. 19/258, 1/3
[ Info: 72_42: layer 2/3, base field no. 19/258, 2/3
[ Info: 72_42: layer 2/3, base field no. 19/258, 3/3
[ Info: 72_42: layer 2/3, base field no. 20/258, constructing abelian extensions
[ Info: 72_42: layer 2/3, base field no. 20/258, checking fields: 4
[ Info: 72_42: layer 2/3, base field no. 20/258, 1/4
[ Info: 72_42: layer 2/3, base field no. 20/258, 2/4
[ Info: 72_42: layer 2/3, base field no. 20/258, 3/4
[ Info: 72_42: layer 2/3, base field no. 20/258, 4/4
[ Info: 72_42: layer 2/3, base field no. 21/258, constructing abelian extensions
[ Info: 72_42: layer 2/3, base field no. 21/258, checking fields: 8
[ Info: 72_42: layer 2/3, base field no. 21/258, 1/8
[ Info: 72_42: layer 2/3, base field no. 21/258, 2/8
[ Info: 72_42: layer 2/3, base field no. 21/258, 3/8
[ Info: 72_42: layer 2/3, base field no. 21/258, 4/8
[ Info: 72_42: layer 2/3, base field no. 21/258, 5/8
[ Info: 72_42: layer 2/3, base field no. 21/258, 6/8
[ Info: 72_42: layer 2/3, base field no. 21/258, 7/8
[ Info: 72_42: layer 2/3, base field no. 21/258, 8/8
[ Info: 72_42: layer 2/3, base field no. 22/258, constructing abelian extensions
[ Info: 72_42: layer 2/3, base field no. 22/258, checking fields: 1
[ Info: 72_42: layer 2/3, base field no. 22/258, 1/1
[ Info: 72_42: layer 2/3, base field no. 23/258, constructing abelian extensions
[ Info: 72_42: layer 2/3, base field no. 23/258, checking fields: 8
[ Info: 72_42: layer 2/3, base field no. 23/258, 1/8
[ Info: 72_42: layer 2/3, base field no. 23/258, 2/8
[ Info: 72_42: layer 2/3, base field no. 23/258, 3/8
[ Info: 72_42: layer 2/3, base field no. 23/258, 4/8
[ Info: 72_42: layer 2/3, base field no. 23/258, 5/8
[ Info: 72_42: layer 2/3, base field no. 23/258, 6/8
[ Info: 72_42: layer 2/3, base field no. 23/258, 7/8
[ Info: 72_42: layer 2/3, base field no. 23/258, 8/8
[ Info: 72_42: layer 2/3, base field no. 24/258, constructing abelian extensions
[ Info: 72_42: layer 2/3, base field no. 24/258, checking fields: 1
[ Info: 72_42: layer 2/3, base field no. 24/258, 1/1
[ Info: 72_42: layer 2/3, base field no. 25/258, constructing abelian extensions
[ Info: 72_42: layer 2/3, base field no. 25/258, checking fields: 2
[ Info: 72_42: layer 2/3, base field no. 25/258, 1/2
[ Info: 72_42: layer 2/3, base field no. 25/258, 2/2
[ Info: 72_42: layer 2/3, base field no. 26/258, constructing abelian extensions
[ Info: 72_42: layer 2/3, base field no. 26/258, checking fields: 1
[ Info: 72_42: layer 2/3, base field no. 26/258, 1/1
[ Info: 72_42: layer 2/3, base field no. 27/258, constructing abelian extensions
[ Info: 72_42: layer 2/3, base field no. 27/258, checking fields: 1
[ Info: 72_42: layer 2/3, base field no. 27/258, 1/1
[ Info: 72_42: layer 2/3, base field no. 28/258, constructing abelian extensions
[ Info: 72_42: layer 2/3, base field no. 28/258, checking fields: 1
[ Info: 72_42: layer 2/3, base field no. 28/258, 1/1
[ Info: 72_42: layer 2/3, base field no. 29/258, constructing abelian extensions
[ Info: 72_42: layer 2/3, base field no. 29/258, checking fields: 1
[ Info: 72_42: layer 2/3, base field no. 29/258, 1/1
[ Info: 72_42: layer 2/3, base field no. 30/258, constructing abelian extensions
[ Info: 72_42: layer 2/3, base field no. 30/258, checking fields: 1
[ Info: 72_42: layer 2/3, base field no. 30/258, 1/1
[ Info: 72_42: layer 2/3, base field no. 31/258, constructing abelian extensions
[ Info: 72_42: layer 2/3, base field no. 31/258, checking fields: 1
[ Info: 72_42: layer 2/3, base field no. 31/258, 1/1
[ Info: 72_42: layer 2/3, base field no. 32/258, constructing abelian extensions
[ Info: 72_42: layer 2/3, base field no. 32/258, checking fields: 0
[ Info: 72_42: layer 2/3, base field no. 33/258, constructing abelian extensions
[ Info: 72_42: layer 2/3, base field no. 33/258, checking fields: 0
[ Info: 72_42: layer 2/3, base field no. 34/258, constructing abelian extensions
[ Info: 72_42: layer 2/3, base field no. 34/258, checking fields: 1
[ Info: 72_42: layer 2/3, base field no. 34/258, 1/1
[ Info: 72_42: layer 2/3, base field no. 35/258, constructing abelian extensions
[ Info: 72_42: layer 2/3, base field no. 35/258, checking fields: 1
[ Info: 72_42: layer 2/3, base field no. 35/258, 1/1
[ Info: 72_42: layer 2/3, base field no. 36/258, constructing abelian extensions
[ Info: 72_42: layer 2/3, base field no. 36/258, checking fields: 1
[ Info: 72_42: layer 2/3, base field no. 36/258, 1/1
[ Info: 72_42: layer 2/3, base field no. 37/258, constructing abelian extensions
[ Info: 72_42: layer 2/3, base field no. 37/258, checking fields: 0
[ Info: 72_42: layer 2/3, base field no. 38/258, constructing abelian extensions
[ Info: 72_42: layer 2/3, base field no. 38/258, checking fields: 0
[ Info: 72_42: layer 2/3, base field no. 39/258, constructing abelian extensions
[ Info: 72_42: layer 2/3, base field no. 39/258, checking fields: 4
[ Info: 72_42: layer 2/3, base field no. 39/258, 1/4
[ Info: 72_42: layer 2/3, base field no. 39/258, 2/4
[ Info: 72_42: layer 2/3, base field no. 39/258, 3/4
[ Info: 72_42: layer 2/3, base field no. 39/258, 4/4
[ Info: 72_42: layer 2/3, base field no. 40/258, constructing abelian extensions
[ Info: 72_42: layer 2/3, base field no. 40/258, checking fields: 0
[ Info: 72_42: layer 2/3, base field no. 41/258, constructing abelian extensions
[ Info: 72_42: layer 2/3, base field no. 41/258, checking fields: 1
[ Info: 72_42: layer 2/3, base field no. 41/258, 1/1
[ Info: 72_42: layer 2/3, base field no. 42/258, constructing abelian extensions
[ Info: 72_42: layer 2/3, base field no. 42/258, checking fields: 0
[ Info: 72_42: layer 2/3, base field no. 43/258, constructing abelian extensions
[ Info: 72_42: layer 2/3, base field no. 43/258, checking fields: 0
[ Info: 72_42: layer 2/3, base field no. 44/258, constructing abelian extensions
[ Info: 72_42: layer 2/3, base field no. 44/258, checking fields: 14
[ Info: 72_42: layer 2/3, base field no. 44/258, 1/14
[ Info: 72_42: layer 2/3, base field no. 44/258, 2/14
[ Info: 72_42: layer 2/3, base field no. 44/258, 3/14
[ Info: 72_42: layer 2/3, base field no. 44/258, 4/14
[ Info: 72_42: layer 2/3, base field no. 44/258, 5/14
[ Info: 72_42: layer 2/3, base field no. 44/258, 6/14
[ Info: 72_42: layer 2/3, base field no. 44/258, 7/14
[ Info: 72_42: layer 2/3, base field no. 44/258, 8/14
[ Info: 72_42: layer 2/3, base field no. 44/258, 9/14
[ Info: 72_42: layer 2/3, base field no. 44/258, 10/14
[ Info: 72_42: layer 2/3, base field no. 44/258, 11/14
[ Info: 72_42: layer 2/3, base field no. 44/258, 12/14
[ Info: 72_42: layer 2/3, base field no. 44/258, 13/14
[ Info: 72_42: layer 2/3, base field no. 44/258, 14/14
[ Info: 72_42: layer 2/3, base field no. 45/258, constructing abelian extensions
[ Info: 72_42: layer 2/3, base field no. 45/258, checking fields: 2
[ Info: 72_42: layer 2/3, base field no. 45/258, 1/2
[ Info: 72_42: layer 2/3, base field no. 45/258, 2/2
[ Info: 72_42: layer 2/3, base field no. 46/258, constructing abelian extensions
[ Info: 72_42: layer 2/3, base field no. 46/258, checking fields: 1
[ Info: 72_42: layer 2/3, base field no. 46/258, 1/1
[ Info: 72_42: layer 2/3, base field no. 47/258, constructing abelian extensions
[ Info: 72_42: layer 2/3, base field no. 47/258, checking fields: 0
[ Info: 72_42: layer 2/3, base field no. 48/258, constructing abelian extensions
[ Info: 72_42: layer 2/3, base field no. 48/258, checking fields: 0
[ Info: 72_42: layer 2/3, base field no. 49/258, constructing abelian extensions
[ Info: 72_42: layer 2/3, base field no. 49/258, checking fields: 0
[ Info: 72_42: layer 2/3, base field no. 50/258, constructing abelian extensions
