[ Info: 60_3: File for first layer exists [4], 6309574; loading ...
[ Info: 60_3: layer 2/2, base field no. 1/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 1/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 2/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 2/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 3/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 3/172, checking fields: 7
[ Info: 60_3: layer 2/2, base field no. 3/172, 1/7
[ Info: 60_3: layer 2/2, base field no. 3/172, 2/7
[ Info: 60_3: layer 2/2, base field no. 3/172, 3/7
[ Info: 60_3: layer 2/2, base field no. 3/172, 4/7
[ Info: 60_3: layer 2/2, base field no. 3/172, 5/7
[ Info: 60_3: layer 2/2, base field no. 3/172, 6/7
[ Info: 60_3: layer 2/2, base field no. 3/172, 7/7
[ Info: 60_3: layer 2/2, base field no. 4/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 4/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 5/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 5/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 6/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 6/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 7/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 7/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 8/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 8/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 9/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 9/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 10/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 10/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 11/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 11/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 12/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 12/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 13/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 13/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 14/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 14/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 15/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 15/172, checking fields: 5
[ Info: 60_3: layer 2/2, base field no. 15/172, 1/5
[ Info: 60_3: layer 2/2, base field no. 15/172, 2/5
[ Info: 60_3: layer 2/2, base field no. 15/172, 3/5
[ Info: 60_3: layer 2/2, base field no. 15/172, 4/5
[ Info: 60_3: layer 2/2, base field no. 15/172, 5/5
[ Info: 60_3: layer 2/2, base field no. 16/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 16/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 17/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 17/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 18/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 18/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 19/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 19/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 20/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 20/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 21/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 21/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 22/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 22/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 23/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 23/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 24/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 24/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 25/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 25/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 26/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 26/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 27/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 27/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 28/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 28/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 29/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 29/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 30/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 30/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 31/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 31/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 32/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 32/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 33/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 33/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 34/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 34/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 35/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 35/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 36/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 36/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 37/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 37/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 38/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 38/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 39/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 39/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 40/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 40/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 41/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 41/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 42/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 42/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 43/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 43/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 44/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 44/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 45/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 45/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 46/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 46/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 47/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 47/172, checking fields: 2
[ Info: 60_3: layer 2/2, base field no. 47/172, 1/2
[ Info: 60_3: layer 2/2, base field no. 47/172, 2/2
[ Info: 60_3: layer 2/2, base field no. 48/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 48/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 49/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 49/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 50/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 50/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 51/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 51/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 52/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 52/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 53/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 53/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 54/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 54/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 55/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 55/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 56/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 56/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 57/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 57/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 58/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 58/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 59/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 59/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 60/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 60/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 61/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 61/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 62/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 62/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 63/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 63/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 64/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 64/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 65/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 65/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 66/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 66/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 67/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 67/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 68/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 68/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 69/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 69/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 70/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 70/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 71/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 71/172, checking fields: 1
[ Info: 60_3: layer 2/2, base field no. 71/172, 1/1
[ Info: 60_3: layer 2/2, base field no. 72/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 72/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 73/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 73/172, checking fields: 2
[ Info: 60_3: layer 2/2, base field no. 73/172, 1/2
[ Info: 60_3: layer 2/2, base field no. 73/172, 2/2
[ Info: 60_3: layer 2/2, base field no. 74/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 74/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 75/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 75/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 76/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 76/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 77/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 77/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 78/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 78/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 79/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 79/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 80/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 80/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 81/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 81/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 82/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 82/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 83/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 83/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 84/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 84/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 85/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 85/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 86/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 86/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 87/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 87/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 88/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 88/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 89/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 89/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 90/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 90/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 91/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 91/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 92/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 92/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 93/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 93/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 94/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 94/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 95/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 95/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 96/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 96/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 97/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 97/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 98/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 98/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 99/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 99/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 100/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 100/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 101/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 101/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 102/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 102/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 103/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 103/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 104/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 104/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 105/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 105/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 106/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 106/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 107/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 107/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 108/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 108/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 109/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 109/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 110/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 110/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 111/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 111/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 112/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 112/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 113/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 113/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 114/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 114/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 115/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 115/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 116/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 116/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 117/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 117/172, checking fields: 0
[ Info: 60_3: layer 2/2, base field no. 118/172, constructing abelian extensions
[ Info: 60_3: layer 2/2, base field no. 118/172, checking fields: 0
