[ Info: 54_7: File for first layer exists [2], 2783; loading ...
[ Info: 54_7: layer 2/2, base field no. 1/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 1/928, checking fields: 13
[ Info: 54_7: layer 2/2, base field no. 1/928, 1/13
[ Info: 54_7: layer 2/2, base field no. 1/928, 2/13
[ Info: 54_7: layer 2/2, base field no. 1/928, 3/13
[ Info: 54_7: layer 2/2, base field no. 1/928, 4/13
[ Info: 54_7: layer 2/2, base field no. 1/928, 5/13
[ Info: 54_7: layer 2/2, base field no. 1/928, 6/13
[ Info: 54_7: layer 2/2, base field no. 1/928, 7/13
[ Info: 54_7: layer 2/2, base field no. 1/928, 8/13
[ Info: 54_7: layer 2/2, base field no. 1/928, 9/13
[ Info: 54_7: layer 2/2, base field no. 1/928, 10/13
[ Info: 54_7: layer 2/2, base field no. 1/928, 11/13
[ Info: 54_7: layer 2/2, base field no. 1/928, 12/13
[ Info: 54_7: layer 2/2, base field no. 1/928, 13/13
[ Info: 54_7: layer 2/2, base field no. 2/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 2/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 3/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 3/928, checking fields: 2
[ Info: 54_7: layer 2/2, base field no. 3/928, 1/2
[ Info: 54_7: layer 2/2, base field no. 3/928, 2/2
[ Info: 54_7: layer 2/2, base field no. 4/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 4/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 5/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 5/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 6/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 6/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 7/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 7/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 8/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 8/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 9/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 9/928, checking fields: 2
[ Info: 54_7: layer 2/2, base field no. 9/928, 1/2
[ Info: 54_7: layer 2/2, base field no. 9/928, 2/2
[ Info: 54_7: layer 2/2, base field no. 10/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 10/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 11/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 11/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 12/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 12/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 13/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 13/928, checking fields: 2
[ Info: 54_7: layer 2/2, base field no. 13/928, 1/2
[ Info: 54_7: layer 2/2, base field no. 13/928, 2/2
[ Info: 54_7: layer 2/2, base field no. 14/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 14/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 15/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 15/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 16/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 16/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 17/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 17/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 18/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 18/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 19/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 19/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 20/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 20/928, checking fields: 2
[ Info: 54_7: layer 2/2, base field no. 20/928, 1/2
[ Info: 54_7: layer 2/2, base field no. 20/928, 2/2
[ Info: 54_7: layer 2/2, base field no. 21/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 21/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 22/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 22/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 23/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 23/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 24/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 24/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 25/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 25/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 26/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 26/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 27/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 27/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 28/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 28/928, checking fields: 1
[ Info: 54_7: layer 2/2, base field no. 28/928, 1/1
[ Info: 54_7: layer 2/2, base field no. 29/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 29/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 30/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 30/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 31/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 31/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 32/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 32/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 33/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 33/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 34/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 34/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 35/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 35/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 36/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 36/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 37/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 37/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 38/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 38/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 39/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 39/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 40/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 40/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 41/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 41/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 42/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 42/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 43/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 43/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 44/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 44/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 45/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 45/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 46/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 46/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 47/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 47/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 48/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 48/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 49/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 49/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 50/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 50/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 51/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 51/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 52/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 52/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 53/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 53/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 54/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 54/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 55/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 55/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 56/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 56/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 57/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 57/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 58/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 58/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 59/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 59/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 60/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 60/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 61/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 61/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 62/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 62/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 63/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 63/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 64/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 64/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 65/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 65/928, checking fields: 1
[ Info: 54_7: layer 2/2, base field no. 65/928, 1/1
[ Info: 54_7: layer 2/2, base field no. 66/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 66/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 67/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 67/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 68/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 68/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 69/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 69/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 70/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 70/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 71/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 71/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 72/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 72/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 73/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 73/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 74/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 74/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 75/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 75/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 76/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 76/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 77/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 77/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 78/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 78/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 79/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 79/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 80/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 80/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 81/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 81/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 82/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 82/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 83/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 83/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 84/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 84/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 85/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 85/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 86/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 86/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 87/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 87/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 88/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 88/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 89/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 89/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 90/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 90/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 91/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 91/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 92/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 92/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 93/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 93/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 94/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 94/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 95/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 95/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 96/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 96/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 97/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 97/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 98/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 98/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 99/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 99/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 100/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 100/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 101/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 101/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 102/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 102/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 103/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 103/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 104/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 104/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 105/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 105/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 106/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 106/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 107/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 107/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 108/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 108/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 109/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 109/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 110/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 110/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 111/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 111/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 112/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 112/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 113/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 113/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 114/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 114/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 115/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 115/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 116/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 116/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 117/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 117/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 118/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 118/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 119/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 119/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 120/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 120/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 121/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 121/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 122/928, constructing abelian extensions
[ Info: 54_7: layer 2/2, base field no. 122/928, checking fields: 0
[ Info: 54_7: layer 2/2, base field no. 123/928, constructing abelian extensions
