[ Info: 20_1: File for first layer exists [4], 63095735; loading ...
[ Info: 20_1: layer 2/2, base field no. 1/495, constructing abelian extensions
[ Info: 20_1: layer 2/2, base field no. 1/495, checking fields: 0
[ Info: 20_1: layer 2/2, base field no. 2/495, constructing abelian extensions
[ Info: 20_1: layer 2/2, base field no. 2/495, checking fields: 1
[ Info: 20_1: layer 2/2, base field no. 2/495, 1/1
[ Info: 20_1: layer 2/2, base field no. 3/495, constructing abelian extensions
[ Info: 20_1: layer 2/2, base field no. 3/495, checking fields: 66
[ Info: 20_1: layer 2/2, base field no. 3/495, 1/66
[ Info: 20_1: layer 2/2, base field no. 3/495, 2/66
[ Info: 20_1: layer 2/2, base field no. 3/495, 3/66
[ Info: 20_1: layer 2/2, base field no. 3/495, 4/66
[ Info: 20_1: layer 2/2, base field no. 3/495, 5/66
[ Info: 20_1: layer 2/2, base field no. 3/495, 6/66
[ Info: 20_1: layer 2/2, base field no. 3/495, 7/66
[ Info: 20_1: layer 2/2, base field no. 3/495, 8/66
[ Info: 20_1: layer 2/2, base field no. 3/495, 9/66
[ Info: 20_1: layer 2/2, base field no. 3/495, 10/66
[ Info: 20_1: layer 2/2, base field no. 3/495, 11/66
[ Info: 20_1: layer 2/2, base field no. 3/495, 12/66
[ Info: 20_1: layer 2/2, base field no. 3/495, 13/66
[ Info: 20_1: layer 2/2, base field no. 3/495, 14/66
[ Info: 20_1: layer 2/2, base field no. 3/495, 15/66
[ Info: 20_1: layer 2/2, base field no. 3/495, 16/66
[ Info: 20_1: layer 2/2, base field no. 3/495, 17/66
[ Info: 20_1: layer 2/2, base field no. 3/495, 18/66
[ Info: 20_1: layer 2/2, base field no. 3/495, 19/66
[ Info: 20_1: layer 2/2, base field no. 3/495, 20/66
[ Info: 20_1: layer 2/2, base field no. 3/495, 21/66
[ Info: 20_1: layer 2/2, base field no. 3/495, 22/66
[ Info: 20_1: layer 2/2, base field no. 3/495, 23/66
[ Info: 20_1: layer 2/2, base field no. 3/495, 24/66
[ Info: 20_1: layer 2/2, base field no. 3/495, 25/66
[ Info: 20_1: layer 2/2, base field no. 3/495, 26/66
[ Info: 20_1: layer 2/2, base field no. 3/495, 27/66
[ Info: 20_1: layer 2/2, base field no. 3/495, 28/66
[ Info: 20_1: layer 2/2, base field no. 3/495, 29/66
[ Info: 20_1: layer 2/2, base field no. 3/495, 30/66
[ Info: 20_1: layer 2/2, base field no. 3/495, 31/66
[ Info: 20_1: layer 2/2, base field no. 3/495, 32/66
[ Info: 20_1: layer 2/2, base field no. 3/495, 33/66
[ Info: 20_1: layer 2/2, base field no. 3/495, 34/66
[ Info: 20_1: layer 2/2, base field no. 3/495, 35/66
[ Info: 20_1: layer 2/2, base field no. 3/495, 36/66
[ Info: 20_1: layer 2/2, base field no. 3/495, 37/66
[ Info: 20_1: layer 2/2, base field no. 3/495, 38/66
[ Info: 20_1: layer 2/2, base field no. 3/495, 39/66
[ Info: 20_1: layer 2/2, base field no. 3/495, 40/66
[ Info: 20_1: layer 2/2, base field no. 3/495, 41/66
[ Info: 20_1: layer 2/2, base field no. 3/495, 42/66
[ Info: 20_1: layer 2/2, base field no. 3/495, 43/66
[ Info: 20_1: layer 2/2, base field no. 3/495, 44/66
[ Info: 20_1: layer 2/2, base field no. 3/495, 45/66
[ Info: 20_1: layer 2/2, base field no. 3/495, 46/66
[ Info: 20_1: layer 2/2, base field no. 3/495, 47/66
[ Info: 20_1: layer 2/2, base field no. 3/495, 48/66
[ Info: 20_1: layer 2/2, base field no. 3/495, 49/66
[ Info: 20_1: layer 2/2, base field no. 3/495, 50/66
[ Info: 20_1: layer 2/2, base field no. 3/495, 51/66
[ Info: 20_1: layer 2/2, base field no. 3/495, 52/66
[ Info: 20_1: layer 2/2, base field no. 3/495, 53/66
[ Info: 20_1: layer 2/2, base field no. 3/495, 54/66
[ Info: 20_1: layer 2/2, base field no. 3/495, 55/66
[ Info: 20_1: layer 2/2, base field no. 3/495, 56/66
[ Info: 20_1: layer 2/2, base field no. 3/495, 57/66
[ Info: 20_1: layer 2/2, base field no. 3/495, 58/66
[ Info: 20_1: layer 2/2, base field no. 3/495, 59/66
[ Info: 20_1: layer 2/2, base field no. 3/495, 60/66
[ Info: 20_1: layer 2/2, base field no. 3/495, 61/66
[ Info: 20_1: layer 2/2, base field no. 3/495, 62/66
[ Info: 20_1: layer 2/2, base field no. 3/495, 63/66
[ Info: 20_1: layer 2/2, base field no. 3/495, 64/66
[ Info: 20_1: layer 2/2, base field no. 3/495, 65/66
[ Info: 20_1: layer 2/2, base field no. 3/495, 66/66
[ Info: 20_1: layer 2/2, base field no. 4/495, constructing abelian extensions
[ Info: 20_1: layer 2/2, base field no. 4/495, checking fields: 0
[ Info: 20_1: layer 2/2, base field no. 5/495, constructing abelian extensions
[ Info: 20_1: layer 2/2, base field no. 5/495, checking fields: 15
[ Info: 20_1: layer 2/2, base field no. 5/495, 1/15
[ Info: 20_1: layer 2/2, base field no. 5/495, 2/15
[ Info: 20_1: layer 2/2, base field no. 5/495, 3/15
[ Info: 20_1: layer 2/2, base field no. 5/495, 4/15
[ Info: 20_1: layer 2/2, base field no. 5/495, 5/15
[ Info: 20_1: layer 2/2, base field no. 5/495, 6/15
[ Info: 20_1: layer 2/2, base field no. 5/495, 7/15
[ Info: 20_1: layer 2/2, base field no. 5/495, 8/15
[ Info: 20_1: layer 2/2, base field no. 5/495, 9/15
[ Info: 20_1: layer 2/2, base field no. 5/495, 10/15
[ Info: 20_1: layer 2/2, base field no. 5/495, 11/15
[ Info: 20_1: layer 2/2, base field no. 5/495, 12/15
[ Info: 20_1: layer 2/2, base field no. 5/495, 13/15
[ Info: 20_1: layer 2/2, base field no. 5/495, 14/15
[ Info: 20_1: layer 2/2, base field no. 5/495, 15/15
[ Info: 20_1: layer 2/2, base field no. 6/495, constructing abelian extensions
[ Info: 20_1: layer 2/2, base field no. 6/495, checking fields: 0
[ Info: 20_1: layer 2/2, base field no. 7/495, constructing abelian extensions
[ Info: 20_1: layer 2/2, base field no. 7/495, checking fields: 2
[ Info: 20_1: layer 2/2, base field no. 7/495, 1/2
[ Info: 20_1: layer 2/2, base field no. 7/495, 2/2
[ Info: 20_1: layer 2/2, base field no. 8/495, constructing abelian extensions
[ Info: 20_1: layer 2/2, base field no. 8/495, checking fields: 3
[ Info: 20_1: layer 2/2, base field no. 8/495, 1/3
[ Info: 20_1: layer 2/2, base field no. 8/495, 2/3
[ Info: 20_1: layer 2/2, base field no. 8/495, 3/3
[ Info: 20_1: layer 2/2, base field no. 9/495, constructing abelian extensions
[ Info: 20_1: layer 2/2, base field no. 9/495, checking fields: 0
[ Info: 20_1: layer 2/2, base field no. 10/495, constructing abelian extensions
[ Info: 20_1: layer 2/2, base field no. 10/495, checking fields: 0
[ Info: 20_1: layer 2/2, base field no. 11/495, constructing abelian extensions
[ Info: 20_1: layer 2/2, base field no. 11/495, checking fields: 0
[ Info: 20_1: layer 2/2, base field no. 12/495, constructing abelian extensions
[ Info: 20_1: layer 2/2, base field no. 12/495, checking fields: 0
[ Info: 20_1: layer 2/2, base field no. 13/495, constructing abelian extensions
[ Info: 20_1: layer 2/2, base field no. 13/495, checking fields: 1
[ Info: 20_1: layer 2/2, base field no. 13/495, 1/1
[ Info: 20_1: layer 2/2, base field no. 14/495, constructing abelian extensions
[ Info: 20_1: layer 2/2, base field no. 14/495, checking fields: 0
[ Info: 20_1: layer 2/2, base field no. 15/495, constructing abelian extensions
[ Info: 20_1: layer 2/2, base field no. 15/495, checking fields: 3
[ Info: 20_1: layer 2/2, base field no. 15/495, 1/3
[ Info: 20_1: layer 2/2, base field no. 15/495, 2/3
[ Info: 20_1: layer 2/2, base field no. 15/495, 3/3
[ Info: 20_1: layer 2/2, base field no. 16/495, constructing abelian extensions
[ Info: 20_1: layer 2/2, base field no. 16/495, checking fields: 0
[ Info: 20_1: layer 2/2, base field no. 17/495, constructing abelian extensions
[ Info: 20_1: layer 2/2, base field no. 17/495, checking fields: 0
[ Info: 20_1: layer 2/2, base field no. 18/495, constructing abelian extensions
[ Info: 20_1: layer 2/2, base field no. 18/495, checking fields: 0
[ Info: 20_1: layer 2/2, base field no. 19/495, constructing abelian extensions
[ Info: 20_1: layer 2/2, base field no. 19/495, checking fields: 0
[ Info: 20_1: layer 2/2, base field no. 20/495, constructing abelian extensions
[ Info: 20_1: layer 2/2, base field no. 20/495, checking fields: 0
[ Info: 20_1: layer 2/2, base field no. 21/495, constructing abelian extensions
[ Info: 20_1: layer 2/2, base field no. 21/495, checking fields: 0
[ Info: 20_1: layer 2/2, base field no. 22/495, constructing abelian extensions
[ Info: 20_1: layer 2/2, base field no. 22/495, checking fields: 0
[ Info: 20_1: layer 2/2, base field no. 23/495, constructing abelian extensions
[ Info: 20_1: layer 2/2, base field no. 23/495, checking fields: 7
[ Info: 20_1: layer 2/2, base field no. 23/495, 1/7
[ Info: 20_1: layer 2/2, base field no. 23/495, 2/7
[ Info: 20_1: layer 2/2, base field no. 23/495, 3/7
[ Info: 20_1: layer 2/2, base field no. 23/495, 4/7
