[ Info: 48_50: File for first layer exists [3], 153993; loading ...
[ Info: 48_50: layer 2/2, base field no. 1/61, constructing abelian extensions
[ Info: 48_50: layer 2/2, base field no. 1/61, checking fields: 132
[ Info: 48_50: layer 2/2, base field no. 1/61, 1/132
[ Info: 48_50: layer 2/2, base field no. 1/61, 2/132
[ Info: 48_50: layer 2/2, base field no. 1/61, 3/132
[ Info: 48_50: layer 2/2, base field no. 1/61, 4/132
[ Info: 48_50: layer 2/2, base field no. 1/61, 5/132
[ Info: 48_50: layer 2/2, base field no. 1/61, 6/132
[ Info: 48_50: layer 2/2, base field no. 1/61, 7/132
[ Info: 48_50: layer 2/2, base field no. 1/61, 8/132
[ Info: 48_50: layer 2/2, base field no. 1/61, 9/132
[ Info: 48_50: layer 2/2, base field no. 1/61, 10/132
[ Info: 48_50: layer 2/2, base field no. 1/61, 11/132
[ Info: 48_50: layer 2/2, base field no. 1/61, 12/132
[ Info: 48_50: layer 2/2, base field no. 1/61, 13/132
[ Info: 48_50: layer 2/2, base field no. 1/61, 14/132
[ Info: 48_50: layer 2/2, base field no. 1/61, 15/132
[ Info: 48_50: layer 2/2, base field no. 1/61, 16/132
[ Info: 48_50: layer 2/2, base field no. 1/61, 17/132
[ Info: 48_50: layer 2/2, base field no. 1/61, 18/132
[ Info: 48_50: layer 2/2, base field no. 1/61, 19/132
[ Info: 48_50: layer 2/2, base field no. 1/61, 20/132
[ Info: 48_50: layer 2/2, base field no. 1/61, 21/132
[ Info: 48_50: layer 2/2, base field no. 1/61, 22/132
[ Info: 48_50: layer 2/2, base field no. 1/61, 23/132
[ Info: 48_50: layer 2/2, base field no. 1/61, 24/132
[ Info: 48_50: layer 2/2, base field no. 1/61, 25/132
[ Info: 48_50: layer 2/2, base field no. 1/61, 26/132
[ Info: 48_50: layer 2/2, base field no. 1/61, 27/132
[ Info: 48_50: layer 2/2, base field no. 1/61, 28/132
[ Info: 48_50: layer 2/2, base field no. 1/61, 29/132
[ Info: 48_50: layer 2/2, base field no. 1/61, 30/132
[ Info: 48_50: layer 2/2, base field no. 1/61, 31/132
[ Info: 48_50: layer 2/2, base field no. 1/61, 32/132
[ Info: 48_50: layer 2/2, base field no. 1/61, 33/132
[ Info: 48_50: layer 2/2, base field no. 1/61, 34/132
[ Info: 48_50: layer 2/2, base field no. 1/61, 35/132
[ Info: 48_50: layer 2/2, base field no. 1/61, 36/132
[ Info: 48_50: layer 2/2, base field no. 1/61, 37/132
[ Info: 48_50: layer 2/2, base field no. 1/61, 38/132
[ Info: 48_50: layer 2/2, base field no. 1/61, 39/132
[ Info: 48_50: layer 2/2, base field no. 1/61, 40/132
[ Info: 48_50: layer 2/2, base field no. 1/61, 41/132
[ Info: 48_50: layer 2/2, base field no. 1/61, 42/132
[ Info: 48_50: layer 2/2, base field no. 1/61, 43/132
[ Info: 48_50: layer 2/2, base field no. 1/61, 44/132
[ Info: 48_50: layer 2/2, base field no. 1/61, 45/132
[ Info: 48_50: layer 2/2, base field no. 1/61, 46/132
[ Info: 48_50: layer 2/2, base field no. 1/61, 47/132
[ Info: 48_50: layer 2/2, base field no. 1/61, 48/132
[ Info: 48_50: layer 2/2, base field no. 1/61, 49/132
[ Info: 48_50: layer 2/2, base field no. 1/61, 50/132
[ Info: 48_50: layer 2/2, base field no. 1/61, 51/132
[ Info: 48_50: layer 2/2, base field no. 1/61, 52/132
[ Info: 48_50: layer 2/2, base field no. 1/61, 53/132
