[ Info: 40_3: File for first layer exists [8], 100000000000000; loading ...
[ Info: 40_3: layer 2/2, base field no. 1/22, constructing abelian extensions
[ Info: 40_3: layer 2/2, base field no. 1/22, checking fields: 0
[ Info: 40_3: layer 2/2, base field no. 2/22, constructing abelian extensions
[ Info: 40_3: layer 2/2, base field no. 2/22, checking fields: 0
[ Info: 40_3: layer 2/2, base field no. 3/22, constructing abelian extensions
[ Info: 40_3: layer 2/2, base field no. 3/22, checking fields: 0
[ Info: 40_3: layer 2/2, base field no. 4/22, constructing abelian extensions
[ Info: 40_3: layer 2/2, base field no. 4/22, checking fields: 0
[ Info: 40_3: layer 2/2, base field no. 5/22, constructing abelian extensions
[ Info: 40_3: layer 2/2, base field no. 5/22, checking fields: 0
[ Info: 40_3: layer 2/2, base field no. 6/22, constructing abelian extensions
[ Info: 40_3: layer 2/2, base field no. 6/22, checking fields: 0
[ Info: 40_3: layer 2/2, base field no. 7/22, constructing abelian extensions
[ Info: 40_3: layer 2/2, base field no. 7/22, checking fields: 0
[ Info: 40_3: layer 2/2, base field no. 8/22, constructing abelian extensions
[ Info: 40_3: layer 2/2, base field no. 8/22, checking fields: 0
[ Info: 40_3: layer 2/2, base field no. 9/22, constructing abelian extensions
[ Info: 40_3: layer 2/2, base field no. 9/22, checking fields: 0
[ Info: 40_3: layer 2/2, base field no. 10/22, constructing abelian extensions
[ Info: 40_3: layer 2/2, base field no. 10/22, checking fields: 0
[ Info: 40_3: layer 2/2, base field no. 11/22, constructing abelian extensions
[ Info: 40_3: layer 2/2, base field no. 11/22, checking fields: 1
[ Info: 40_3: layer 2/2, base field no. 11/22, 1/1
[ Info: 40_3: layer 2/2, base field no. 12/22, constructing abelian extensions
[ Info: 40_3: layer 2/2, base field no. 12/22, checking fields: 0
[ Info: 40_3: layer 2/2, base field no. 13/22, constructing abelian extensions
[ Info: 40_3: layer 2/2, base field no. 13/22, checking fields: 0
[ Info: 40_3: layer 2/2, base field no. 14/22, constructing abelian extensions
[ Info: 40_3: layer 2/2, base field no. 14/22, checking fields: 0
[ Info: 40_3: layer 2/2, base field no. 15/22, constructing abelian extensions
[ Info: 40_3: layer 2/2, base field no. 15/22, checking fields: 0
[ Info: 40_3: layer 2/2, base field no. 16/22, constructing abelian extensions
[ Info: 40_3: layer 2/2, base field no. 16/22, checking fields: 0
[ Info: 40_3: layer 2/2, base field no. 17/22, constructing abelian extensions
[ Info: 40_3: layer 2/2, base field no. 17/22, checking fields: 0
[ Info: 40_3: layer 2/2, base field no. 18/22, constructing abelian extensions
[ Info: 40_3: layer 2/2, base field no. 18/22, checking fields: 0
[ Info: 40_3: layer 2/2, base field no. 19/22, constructing abelian extensions
[ Info: 40_3: layer 2/2, base field no. 19/22, checking fields: 0
[ Info: 40_3: layer 2/2, base field no. 20/22, constructing abelian extensions
[ Info: 40_3: layer 2/2, base field no. 20/22, checking fields: 0
[ Info: 40_3: layer 2/2, base field no. 21/22, constructing abelian extensions
[ Info: 40_3: layer 2/2, base field no. 21/22, checking fields: 0
[ Info: 40_3: layer 2/2, base field no. 22/22, constructing abelian extensions
[ Info: 40_3: layer 2/2, base field no. 22/22, checking fields: 0
 41.693504 seconds (94.77 M allocations: 12.199 GiB, 5.14% gc time, 30.29% compilation time: 2% of which was recompilation)
