[ Info: 36_1: File for first layer exists [4], 12915497; loading ...
[ Info: 36_1: layer 2/2, base field no. 1/244, constructing abelian extensions
[ Info: 36_1: layer 2/2, base field no. 1/244, checking fields: 0
[ Info: 36_1: layer 2/2, base field no. 2/244, constructing abelian extensions
[ Info: 36_1: layer 2/2, base field no. 2/244, checking fields: 0
[ Info: 36_1: layer 2/2, base field no. 3/244, constructing abelian extensions
[ Info: 36_1: layer 2/2, base field no. 3/244, checking fields: 2
[ Info: 36_1: layer 2/2, base field no. 3/244, 1/2
[ Info: 36_1: layer 2/2, base field no. 3/244, 2/2
[ Info: 36_1: layer 2/2, base field no. 4/244, constructing abelian extensions
[ Info: 36_1: layer 2/2, base field no. 4/244, checking fields: 0
[ Info: 36_1: layer 2/2, base field no. 5/244, constructing abelian extensions
[ Info: 36_1: layer 2/2, base field no. 5/244, checking fields: 0
[ Info: 36_1: layer 2/2, base field no. 6/244, constructing abelian extensions
[ Info: 36_1: layer 2/2, base field no. 6/244, checking fields: 0
[ Info: 36_1: layer 2/2, base field no. 7/244, constructing abelian extensions
[ Info: 36_1: layer 2/2, base field no. 7/244, checking fields: 0
[ Info: 36_1: layer 2/2, base field no. 8/244, constructing abelian extensions
[ Info: 36_1: layer 2/2, base field no. 8/244, checking fields: 0
[ Info: 36_1: layer 2/2, base field no. 9/244, constructing abelian extensions
[ Info: 36_1: layer 2/2, base field no. 9/244, checking fields: 0
[ Info: 36_1: layer 2/2, base field no. 10/244, constructing abelian extensions
[ Info: 36_1: layer 2/2, base field no. 10/244, checking fields: 0
[ Info: 36_1: layer 2/2, base field no. 11/244, constructing abelian extensions
[ Info: 36_1: layer 2/2, base field no. 11/244, checking fields: 0
[ Info: 36_1: layer 2/2, base field no. 12/244, constructing abelian extensions
[ Info: 36_1: layer 2/2, base field no. 12/244, checking fields: 0
[ Info: 36_1: layer 2/2, base field no. 13/244, constructing abelian extensions
[ Info: 36_1: layer 2/2, base field no. 13/244, checking fields: 0
[ Info: 36_1: layer 2/2, base field no. 14/244, constructing abelian extensions
[ Info: 36_1: layer 2/2, base field no. 14/244, checking fields: 0
[ Info: 36_1: layer 2/2, base field no. 15/244, constructing abelian extensions
[ Info: 36_1: layer 2/2, base field no. 15/244, checking fields: 0
[ Info: 36_1: layer 2/2, base field no. 16/244, constructing abelian extensions
[ Info: 36_1: layer 2/2, base field no. 16/244, checking fields: 0
[ Info: 36_1: layer 2/2, base field no. 17/244, constructing abelian extensions
[ Info: 36_1: layer 2/2, base field no. 17/244, checking fields: 0
[ Info: 36_1: layer 2/2, base field no. 18/244, constructing abelian extensions
[ Info: 36_1: layer 2/2, base field no. 18/244, checking fields: 0
[ Info: 36_1: layer 2/2, base field no. 19/244, constructing abelian extensions
[ Info: 36_1: layer 2/2, base field no. 19/244, checking fields: 0
[ Info: 36_1: layer 2/2, base field no. 20/244, constructing abelian extensions
[ Info: 36_1: layer 2/2, base field no. 20/244, checking fields: 0
[ Info: 36_1: layer 2/2, base field no. 21/244, constructing abelian extensions
[ Info: 36_1: layer 2/2, base field no. 21/244, checking fields: 0
[ Info: 36_1: layer 2/2, base field no. 22/244, constructing abelian extensions
[ Info: 36_1: layer 2/2, base field no. 22/244, checking fields: 0
[ Info: 36_1: layer 2/2, base field no. 23/244, constructing abelian extensions
[ Info: 36_1: layer 2/2, base field no. 23/244, checking fields: 0
[ Info: 36_1: layer 2/2, base field no. 24/244, constructing abelian extensions
[ Info: 36_1: layer 2/2, base field no. 24/244, checking fields: 0
[ Info: 36_1: layer 2/2, base field no. 25/244, constructing abelian extensions
[ Info: 36_1: layer 2/2, base field no. 25/244, checking fields: 0
[ Info: 36_1: layer 2/2, base field no. 26/244, constructing abelian extensions
[ Info: 36_1: layer 2/2, base field no. 26/244, checking fields: 0
[ Info: 36_1: layer 2/2, base field no. 27/244, constructing abelian extensions
[ Info: 36_1: layer 2/2, base field no. 27/244, checking fields: 0
[ Info: 36_1: layer 2/2, base field no. 28/244, constructing abelian extensions
