[ Info: 36_6: File for first layer exists [12], 2154434690031883721856; loading ...
[ Info: 36_6: layer 2/2, base field no. 1/75, constructing abelian extensions
[ Info: 36_6: layer 2/2, base field no. 1/75, checking fields: 0
[ Info: 36_6: layer 2/2, base field no. 2/75, constructing abelian extensions
[ Info: 36_6: layer 2/2, base field no. 2/75, checking fields: 3
[ Info: 36_6: layer 2/2, base field no. 2/75, 1/3
[ Info: 36_6: layer 2/2, base field no. 2/75, 2/3
[ Info: 36_6: layer 2/2, base field no. 2/75, 3/3
[ Info: 36_6: layer 2/2, base field no. 3/75, constructing abelian extensions
[ Info: 36_6: layer 2/2, base field no. 3/75, checking fields: 0
[ Info: 36_6: layer 2/2, base field no. 4/75, constructing abelian extensions
[ Info: 36_6: layer 2/2, base field no. 4/75, checking fields: 0
[ Info: 36_6: layer 2/2, base field no. 5/75, constructing abelian extensions
[ Info: 36_6: layer 2/2, base field no. 5/75, checking fields: 0
[ Info: 36_6: layer 2/2, base field no. 6/75, constructing abelian extensions
[ Info: 36_6: layer 2/2, base field no. 6/75, checking fields: 0
[ Info: 36_6: layer 2/2, base field no. 7/75, constructing abelian extensions
[ Info: 36_6: layer 2/2, base field no. 7/75, checking fields: 0
[ Info: 36_6: layer 2/2, base field no. 8/75, constructing abelian extensions
[ Info: 36_6: layer 2/2, base field no. 8/75, checking fields: 0
[ Info: 36_6: layer 2/2, base field no. 9/75, constructing abelian extensions
[ Info: 36_6: layer 2/2, base field no. 9/75, checking fields: 0
[ Info: 36_6: layer 2/2, base field no. 10/75, constructing abelian extensions
[ Info: 36_6: layer 2/2, base field no. 10/75, checking fields: 4
[ Info: 36_6: layer 2/2, base field no. 10/75, 1/4
[ Info: 36_6: layer 2/2, base field no. 10/75, 2/4
[ Info: 36_6: layer 2/2, base field no. 10/75, 3/4
[ Info: 36_6: layer 2/2, base field no. 10/75, 4/4
[ Info: 36_6: layer 2/2, base field no. 11/75, constructing abelian extensions
[ Info: 36_6: layer 2/2, base field no. 11/75, checking fields: 0
[ Info: 36_6: layer 2/2, base field no. 12/75, constructing abelian extensions
[ Info: 36_6: layer 2/2, base field no. 12/75, checking fields: 0
[ Info: 36_6: layer 2/2, base field no. 13/75, constructing abelian extensions
[ Info: 36_6: layer 2/2, base field no. 13/75, checking fields: 0
[ Info: 36_6: layer 2/2, base field no. 14/75, constructing abelian extensions
[ Info: 36_6: layer 2/2, base field no. 14/75, checking fields: 0
[ Info: 36_6: layer 2/2, base field no. 15/75, constructing abelian extensions
[ Info: 36_6: layer 2/2, base field no. 15/75, checking fields: 0
[ Info: 36_6: layer 2/2, base field no. 16/75, constructing abelian extensions
[ Info: 36_6: layer 2/2, base field no. 16/75, checking fields: 0
[ Info: 36_6: layer 2/2, base field no. 17/75, constructing abelian extensions
[ Info: 36_6: layer 2/2, base field no. 17/75, checking fields: 0
[ Info: 36_6: layer 2/2, base field no. 18/75, constructing abelian extensions
[ Info: 36_6: layer 2/2, base field no. 18/75, checking fields: 0
[ Info: 36_6: layer 2/2, base field no. 19/75, constructing abelian extensions
[ Info: 36_6: layer 2/2, base field no. 19/75, checking fields: 0
[ Info: 36_6: layer 2/2, base field no. 20/75, constructing abelian extensions
