[ Info: 12_3: File for first layer exists [3], 3162278; loading ...
[ Info: 12_3: layer 2/2, base field no. 1/280, constructing abelian extensions
[ Info: 12_3: layer 2/2, base field no. 1/280, checking fields: 3020
[ Info: 12_3: layer 2/2, base field no. 1/280, 1/3020
[ Info: 12_3: layer 2/2, base field no. 1/280, 2/3020
[ Info: 12_3: layer 2/2, base field no. 1/280, 3/3020
[ Info: 12_3: layer 2/2, base field no. 1/280, 4/3020
[ Info: 12_3: layer 2/2, base field no. 1/280, 5/3020
[ Info: 12_3: layer 2/2, base field no. 1/280, 6/3020
[ Info: 12_3: layer 2/2, base field no. 1/280, 7/3020
[ Info: 12_3: layer 2/2, base field no. 1/280, 8/3020
[ Info: 12_3: layer 2/2, base field no. 1/280, 9/3020
[ Info: 12_3: layer 2/2, base field no. 1/280, 10/3020
[ Info: 12_3: layer 2/2, base field no. 1/280, 11/3020
[ Info: 12_3: layer 2/2, base field no. 1/280, 12/3020
[ Info: 12_3: layer 2/2, base field no. 1/280, 13/3020
[ Info: 12_3: layer 2/2, base field no. 1/280, 14/3020
[ Info: 12_3: layer 2/2, base field no. 1/280, 15/3020
[ Info: 12_3: layer 2/2, base field no. 1/280, 16/3020
[ Info: 12_3: layer 2/2, base field no. 1/280, 17/3020
[ Info: 12_3: layer 2/2, base field no. 1/280, 18/3020
[ Info: 12_3: layer 2/2, base field no. 1/280, 19/3020
[ Info: 12_3: layer 2/2, base field no. 1/280, 20/3020
[ Info: 12_3: layer 2/2, base field no. 1/280, 21/3020
[ Info: 12_3: layer 2/2, base field no. 1/280, 22/3020
[ Info: 12_3: layer 2/2, base field no. 1/280, 23/3020
[ Info: 12_3: layer 2/2, base field no. 1/280, 24/3020
[ Info: 12_3: layer 2/2, base field no. 1/280, 25/3020
[ Info: 12_3: layer 2/2, base field no. 1/280, 26/3020
[ Info: 12_3: layer 2/2, base field no. 1/280, 27/3020
[ Info: 12_3: layer 2/2, base field no. 1/280, 28/3020
[ Info: 12_3: layer 2/2, base field no. 1/280, 29/3020
[ Info: 12_3: layer 2/2, base field no. 1/280, 30/3020
[ Info: 12_3: layer 2/2, base field no. 1/280, 31/3020
[ Info: 12_3: layer 2/2, base field no. 1/280, 32/3020
[ Info: 12_3: layer 2/2, base field no. 1/280, 33/3020
[ Info: 12_3: layer 2/2, base field no. 1/280, 34/3020
[ Info: 12_3: layer 2/2, base field no. 1/280, 35/3020
[ Info: 12_3: layer 2/2, base field no. 1/280, 36/3020
[ Info: 12_3: layer 2/2, base field no. 1/280, 37/3020
[ Info: 12_3: layer 2/2, base field no. 1/280, 38/3020
