[ Info: 48_42: File for first layer exists [2, 2, 4], 4641588833612778892597133312; loading ...
[ Info: 48_42: layer 2/2, base field no. 1/58, constructing abelian extensions
[ Info: 48_42: layer 2/2, base field no. 1/58, checking fields: 9
[ Info: 48_42: layer 2/2, base field no. 1/58, 1/9
[ Info: 48_42: layer 2/2, base field no. 1/58, 2/9
[ Info: 48_42: layer 2/2, base field no. 1/58, 3/9
[ Info: 48_42: layer 2/2, base field no. 1/58, 4/9
[ Info: 48_42: layer 2/2, base field no. 1/58, 5/9
[ Info: 48_42: layer 2/2, base field no. 1/58, 6/9
[ Info: 48_42: layer 2/2, base field no. 1/58, 7/9
[ Info: 48_42: layer 2/2, base field no. 1/58, 8/9
[ Info: 48_42: layer 2/2, base field no. 1/58, 9/9
[ Info: 48_42: layer 2/2, base field no. 2/58, constructing abelian extensions
[ Info: 48_42: layer 2/2, base field no. 2/58, checking fields: 4
[ Info: 48_42: layer 2/2, base field no. 2/58, 1/4
[ Info: 48_42: layer 2/2, base field no. 2/58, 2/4
[ Info: 48_42: layer 2/2, base field no. 2/58, 3/4
[ Info: 48_42: layer 2/2, base field no. 2/58, 4/4
[ Info: 48_42: layer 2/2, base field no. 3/58, constructing abelian extensions
[ Info: 48_42: layer 2/2, base field no. 3/58, checking fields: 1
[ Info: 48_42: layer 2/2, base field no. 3/58, 1/1
[ Info: 48_42: layer 2/2, base field no. 4/58, constructing abelian extensions
[ Info: 48_42: layer 2/2, base field no. 4/58, checking fields: 1
[ Info: 48_42: layer 2/2, base field no. 4/58, 1/1
[ Info: 48_42: layer 2/2, base field no. 5/58, constructing abelian extensions
[ Info: 48_42: layer 2/2, base field no. 5/58, checking fields: 15
[ Info: 48_42: layer 2/2, base field no. 5/58, 1/15
[ Info: 48_42: layer 2/2, base field no. 5/58, 2/15
[ Info: 48_42: layer 2/2, base field no. 5/58, 3/15
[ Info: 48_42: layer 2/2, base field no. 5/58, 4/15
[ Info: 48_42: layer 2/2, base field no. 5/58, 5/15
[ Info: 48_42: layer 2/2, base field no. 5/58, 6/15
[ Info: 48_42: layer 2/2, base field no. 5/58, 7/15
[ Info: 48_42: layer 2/2, base field no. 5/58, 8/15
[ Info: 48_42: layer 2/2, base field no. 5/58, 9/15
[ Info: 48_42: layer 2/2, base field no. 5/58, 10/15
[ Info: 48_42: layer 2/2, base field no. 5/58, 11/15
[ Info: 48_42: layer 2/2, base field no. 5/58, 12/15
[ Info: 48_42: layer 2/2, base field no. 5/58, 13/15
[ Info: 48_42: layer 2/2, base field no. 5/58, 14/15
[ Info: 48_42: layer 2/2, base field no. 5/58, 15/15
[ Info: 48_42: layer 2/2, base field no. 6/58, constructing abelian extensions
[ Info: 48_42: layer 2/2, base field no. 6/58, checking fields: 3
[ Info: 48_42: layer 2/2, base field no. 6/58, 1/3
[ Info: 48_42: layer 2/2, base field no. 6/58, 2/3
[ Info: 48_42: layer 2/2, base field no. 6/58, 3/3
[ Info: 48_42: layer 2/2, base field no. 7/58, constructing abelian extensions
[ Info: 48_42: layer 2/2, base field no. 7/58, checking fields: 3
[ Info: 48_42: layer 2/2, base field no. 7/58, 1/3
[ Info: 48_42: layer 2/2, base field no. 7/58, 2/3
[ Info: 48_42: layer 2/2, base field no. 7/58, 3/3
[ Info: 48_42: layer 2/2, base field no. 8/58, constructing abelian extensions
[ Info: 48_42: layer 2/2, base field no. 8/58, checking fields: 8
[ Info: 48_42: layer 2/2, base field no. 8/58, 1/8
[ Info: 48_42: layer 2/2, base field no. 8/58, 2/8
[ Info: 48_42: layer 2/2, base field no. 8/58, 3/8
[ Info: 48_42: layer 2/2, base field no. 8/58, 4/8
[ Info: 48_42: layer 2/2, base field no. 8/58, 5/8
[ Info: 48_42: layer 2/2, base field no. 8/58, 6/8
[ Info: 48_42: layer 2/2, base field no. 8/58, 7/8
[ Info: 48_42: layer 2/2, base field no. 8/58, 8/8
[ Info: 48_42: layer 2/2, base field no. 9/58, constructing abelian extensions
[ Info: 48_42: layer 2/2, base field no. 9/58, checking fields: 0
