[ Info: 60_6: File for first layer exists [12], 251188643150958011120; loading ...
[ Info: 60_6: layer 2/2, base field no. 1/52, constructing abelian extensions
[ Info: 60_6: layer 2/2, base field no. 1/52, checking fields: 0
[ Info: 60_6: layer 2/2, base field no. 2/52, constructing abelian extensions
[ Info: 60_6: layer 2/2, base field no. 2/52, checking fields: 3
[ Info: 60_6: layer 2/2, base field no. 2/52, 1/3
[ Info: 60_6: layer 2/2, base field no. 2/52, 2/3
[ Info: 60_6: layer 2/2, base field no. 2/52, 3/3
[ Info: 60_6: layer 2/2, base field no. 3/52, constructing abelian extensions
[ Info: 60_6: layer 2/2, base field no. 3/52, checking fields: 0
[ Info: 60_6: layer 2/2, base field no. 4/52, constructing abelian extensions
[ Info: 60_6: layer 2/2, base field no. 4/52, checking fields: 0
[ Info: 60_6: layer 2/2, base field no. 5/52, constructing abelian extensions
[ Info: 60_6: layer 2/2, base field no. 5/52, checking fields: 0
[ Info: 60_6: layer 2/2, base field no. 6/52, constructing abelian extensions
[ Info: 60_6: layer 2/2, base field no. 6/52, checking fields: 0
[ Info: 60_6: layer 2/2, base field no. 7/52, constructing abelian extensions
[ Info: 60_6: layer 2/2, base field no. 7/52, checking fields: 0
[ Info: 60_6: layer 2/2, base field no. 8/52, constructing abelian extensions
[ Info: 60_6: layer 2/2, base field no. 8/52, checking fields: 0
[ Info: 60_6: layer 2/2, base field no. 9/52, constructing abelian extensions
[ Info: 60_6: layer 2/2, base field no. 9/52, checking fields: 2
[ Info: 60_6: layer 2/2, base field no. 9/52, 1/2
[ Info: 60_6: layer 2/2, base field no. 9/52, 2/2
[ Info: 60_6: layer 2/2, base field no. 10/52, constructing abelian extensions
[ Info: 60_6: layer 2/2, base field no. 10/52, checking fields: 0
[ Info: 60_6: layer 2/2, base field no. 11/52, constructing abelian extensions
[ Info: 60_6: layer 2/2, base field no. 11/52, checking fields: 0
[ Info: 60_6: layer 2/2, base field no. 12/52, constructing abelian extensions
[ Info: 60_6: layer 2/2, base field no. 12/52, checking fields: 0
[ Info: 60_6: layer 2/2, base field no. 13/52, constructing abelian extensions
[ Info: 60_6: layer 2/2, base field no. 13/52, checking fields: 0
[ Info: 60_6: layer 2/2, base field no. 14/52, constructing abelian extensions
[ Info: 60_6: layer 2/2, base field no. 14/52, checking fields: 0
[ Info: 60_6: layer 2/2, base field no. 15/52, constructing abelian extensions
[ Info: 60_6: layer 2/2, base field no. 15/52, checking fields: 0
[ Info: 60_6: layer 2/2, base field no. 16/52, constructing abelian extensions
[ Info: 60_6: layer 2/2, base field no. 16/52, checking fields: 0
[ Info: 60_6: layer 2/2, base field no. 17/52, constructing abelian extensions
[ Info: 60_6: layer 2/2, base field no. 17/52, checking fields: 3
[ Info: 60_6: layer 2/2, base field no. 17/52, 1/3
[ Info: 60_6: layer 2/2, base field no. 17/52, 2/3
[ Info: 60_6: layer 2/2, base field no. 17/52, 3/3
[ Info: 60_6: layer 2/2, base field no. 18/52, constructing abelian extensions
[ Info: 60_6: layer 2/2, base field no. 18/52, checking fields: 0
[ Info: 60_6: layer 2/2, base field no. 19/52, constructing abelian extensions
[ Info: 60_6: layer 2/2, base field no. 19/52, checking fields: 0
[ Info: 60_6: layer 2/2, base field no. 20/52, constructing abelian extensions
[ Info: 60_6: layer 2/2, base field no. 20/52, checking fields: 0
[ Info: 60_6: layer 2/2, base field no. 21/52, constructing abelian extensions
[ Info: 60_6: layer 2/2, base field no. 21/52, checking fields: 0
[ Info: 60_6: layer 2/2, base field no. 22/52, constructing abelian extensions
[ Info: 60_6: layer 2/2, base field no. 22/52, checking fields: 0
[ Info: 60_6: layer 2/2, base field no. 23/52, constructing abelian extensions
[ Info: 60_6: layer 2/2, base field no. 23/52, checking fields: 0
[ Info: 60_6: layer 2/2, base field no. 24/52, constructing abelian extensions
[ Info: 60_6: layer 2/2, base field no. 24/52, checking fields: 1
[ Info: 60_6: layer 2/2, base field no. 24/52, 1/1
[ Info: 60_6: layer 2/2, base field no. 25/52, constructing abelian extensions
[ Info: 60_6: layer 2/2, base field no. 25/52, checking fields: 0
[ Info: 60_6: layer 2/2, base field no. 26/52, constructing abelian extensions
[ Info: 60_6: layer 2/2, base field no. 26/52, checking fields: 0
[ Info: 60_6: layer 2/2, base field no. 27/52, constructing abelian extensions
[ Info: 60_6: layer 2/2, base field no. 27/52, checking fields: 0
[ Info: 60_6: layer 2/2, base field no. 28/52, constructing abelian extensions
[ Info: 60_6: layer 2/2, base field no. 28/52, checking fields: 0
[ Info: 60_6: layer 2/2, base field no. 29/52, constructing abelian extensions
[ Info: 60_6: layer 2/2, base field no. 29/52, checking fields: 0
[ Info: 60_6: layer 2/2, base field no. 30/52, constructing abelian extensions
[ Info: 60_6: layer 2/2, base field no. 30/52, checking fields: 0
[ Info: 60_6: layer 2/2, base field no. 31/52, constructing abelian extensions
[ Info: 60_6: layer 2/2, base field no. 31/52, checking fields: 0
[ Info: 60_6: layer 2/2, base field no. 32/52, constructing abelian extensions
[ Info: 60_6: layer 2/2, base field no. 32/52, checking fields: 0
[ Info: 60_6: layer 2/2, base field no. 33/52, constructing abelian extensions
[ Info: 60_6: layer 2/2, base field no. 33/52, checking fields: 0
[ Info: 60_6: layer 2/2, base field no. 34/52, constructing abelian extensions
[ Info: 60_6: layer 2/2, base field no. 34/52, checking fields: 0
[ Info: 60_6: layer 2/2, base field no. 35/52, constructing abelian extensions
[ Info: 60_6: layer 2/2, base field no. 35/52, checking fields: 0
[ Info: 60_6: layer 2/2, base field no. 36/52, constructing abelian extensions
[ Info: 60_6: layer 2/2, base field no. 36/52, checking fields: 2
[ Info: 60_6: layer 2/2, base field no. 36/52, 1/2
[ Info: 60_6: layer 2/2, base field no. 36/52, 2/2
[ Info: 60_6: layer 2/2, base field no. 37/52, constructing abelian extensions
[ Info: 60_6: layer 2/2, base field no. 37/52, checking fields: 0
[ Info: 60_6: layer 2/2, base field no. 38/52, constructing abelian extensions
[ Info: 60_6: layer 2/2, base field no. 38/52, checking fields: 0
[ Info: 60_6: layer 2/2, base field no. 39/52, constructing abelian extensions
[ Info: 60_6: layer 2/2, base field no. 39/52, checking fields: 0
