[ Info: 48_27: File for first layer exists [2, 6], 316227766016837933216; loading ...
[ Info: 48_27: layer 2/2, base field no. 1/92, constructing abelian extensions
[ Info: 48_27: layer 2/2, base field no. 1/92, checking fields: 0
[ Info: 48_27: layer 2/2, base field no. 2/92, constructing abelian extensions
[ Info: 48_27: layer 2/2, base field no. 2/92, checking fields: 0
[ Info: 48_27: layer 2/2, base field no. 3/92, constructing abelian extensions
[ Info: 48_27: layer 2/2, base field no. 3/92, checking fields: 0
[ Info: 48_27: layer 2/2, base field no. 4/92, constructing abelian extensions
[ Info: 48_27: layer 2/2, base field no. 4/92, checking fields: 0
[ Info: 48_27: layer 2/2, base field no. 5/92, constructing abelian extensions
[ Info: 48_27: layer 2/2, base field no. 5/92, checking fields: 0
[ Info: 48_27: layer 2/2, base field no. 6/92, constructing abelian extensions
[ Info: 48_27: layer 2/2, base field no. 6/92, checking fields: 0
[ Info: 48_27: layer 2/2, base field no. 7/92, constructing abelian extensions
[ Info: 48_27: layer 2/2, base field no. 7/92, checking fields: 0
[ Info: 48_27: layer 2/2, base field no. 8/92, constructing abelian extensions
[ Info: 48_27: layer 2/2, base field no. 8/92, checking fields: 0
[ Info: 48_27: layer 2/2, base field no. 9/92, constructing abelian extensions
[ Info: 48_27: layer 2/2, base field no. 9/92, checking fields: 0
[ Info: 48_27: layer 2/2, base field no. 10/92, constructing abelian extensions
[ Info: 48_27: layer 2/2, base field no. 10/92, checking fields: 1
[ Info: 48_27: layer 2/2, base field no. 10/92, 1/1
[ Info: 48_27: layer 2/2, base field no. 11/92, constructing abelian extensions
[ Info: 48_27: layer 2/2, base field no. 11/92, checking fields: 0
[ Info: 48_27: layer 2/2, base field no. 12/92, constructing abelian extensions
[ Info: 48_27: layer 2/2, base field no. 12/92, checking fields: 1
[ Info: 48_27: layer 2/2, base field no. 12/92, 1/1
[ Info: 48_27: layer 2/2, base field no. 13/92, constructing abelian extensions
[ Info: 48_27: layer 2/2, base field no. 13/92, checking fields: 0
[ Info: 48_27: layer 2/2, base field no. 14/92, constructing abelian extensions
[ Info: 48_27: layer 2/2, base field no. 14/92, checking fields: 0
[ Info: 48_27: layer 2/2, base field no. 15/92, constructing abelian extensions
[ Info: 48_27: layer 2/2, base field no. 15/92, checking fields: 0
[ Info: 48_27: layer 2/2, base field no. 16/92, constructing abelian extensions
[ Info: 48_27: layer 2/2, base field no. 16/92, checking fields: 0
[ Info: 48_27: layer 2/2, base field no. 17/92, constructing abelian extensions
[ Info: 48_27: layer 2/2, base field no. 17/92, checking fields: 0
[ Info: 48_27: layer 2/2, base field no. 18/92, constructing abelian extensions
[ Info: 48_27: layer 2/2, base field no. 18/92, checking fields: 0
[ Info: 48_27: layer 2/2, base field no. 19/92, constructing abelian extensions
[ Info: 48_27: layer 2/2, base field no. 19/92, checking fields: 0
[ Info: 48_27: layer 2/2, base field no. 20/92, constructing abelian extensions
[ Info: 48_27: layer 2/2, base field no. 20/92, checking fields: 0
[ Info: 48_27: layer 2/2, base field no. 21/92, constructing abelian extensions
[ Info: 48_27: layer 2/2, base field no. 21/92, checking fields: 0
[ Info: 48_27: layer 2/2, base field no. 22/92, constructing abelian extensions
[ Info: 48_27: layer 2/2, base field no. 22/92, checking fields: 0
[ Info: 48_27: layer 2/2, base field no. 23/92, constructing abelian extensions
[ Info: 48_27: layer 2/2, base field no. 23/92, checking fields: 0
[ Info: 48_27: layer 2/2, base field no. 24/92, constructing abelian extensions
[ Info: 48_27: layer 2/2, base field no. 24/92, checking fields: 0
[ Info: 48_27: layer 2/2, base field no. 25/92, constructing abelian extensions
[ Info: 48_27: layer 2/2, base field no. 25/92, checking fields: 0
[ Info: 48_27: layer 2/2, base field no. 26/92, constructing abelian extensions
[ Info: 48_27: layer 2/2, base field no. 26/92, checking fields: 0
[ Info: 48_27: layer 2/2, base field no. 27/92, constructing abelian extensions
[ Info: 48_27: layer 2/2, base field no. 27/92, checking fields: 0
[ Info: 48_27: layer 2/2, base field no. 28/92, constructing abelian extensions
[ Info: 48_27: layer 2/2, base field no. 28/92, checking fields: 0
[ Info: 48_27: layer 2/2, base field no. 29/92, constructing abelian extensions
[ Info: 48_27: layer 2/2, base field no. 29/92, checking fields: 0
[ Info: 48_27: layer 2/2, base field no. 30/92, constructing abelian extensions
[ Info: 48_27: layer 2/2, base field no. 30/92, checking fields: 0
[ Info: 48_27: layer 2/2, base field no. 31/92, constructing abelian extensions
[ Info: 48_27: layer 2/2, base field no. 31/92, checking fields: 0
[ Info: 48_27: layer 2/2, base field no. 32/92, constructing abelian extensions
[ Info: 48_27: layer 2/2, base field no. 32/92, checking fields: 0
[ Info: 48_27: layer 2/2, base field no. 33/92, constructing abelian extensions
[ Info: 48_27: layer 2/2, base field no. 33/92, checking fields: 0
[ Info: 48_27: layer 2/2, base field no. 34/92, constructing abelian extensions
[ Info: 48_27: layer 2/2, base field no. 34/92, checking fields: 0
[ Info: 48_27: layer 2/2, base field no. 35/92, constructing abelian extensions
[ Info: 48_27: layer 2/2, base field no. 35/92, checking fields: 0
[ Info: 48_27: layer 2/2, base field no. 36/92, constructing abelian extensions
[ Info: 48_27: layer 2/2, base field no. 36/92, checking fields: 0
[ Info: 48_27: layer 2/2, base field no. 37/92, constructing abelian extensions
[ Info: 48_27: layer 2/2, base field no. 37/92, checking fields: 0
[ Info: 48_27: layer 2/2, base field no. 38/92, constructing abelian extensions
[ Info: 48_27: layer 2/2, base field no. 38/92, checking fields: 0
[ Info: 48_27: layer 2/2, base field no. 39/92, constructing abelian extensions
[ Info: 48_27: layer 2/2, base field no. 39/92, checking fields: 0
[ Info: 48_27: layer 2/2, base field no. 40/92, constructing abelian extensions
[ Info: 48_27: layer 2/2, base field no. 40/92, checking fields: 0
[ Info: 48_27: layer 2/2, base field no. 41/92, constructing abelian extensions
[ Info: 48_27: layer 2/2, base field no. 41/92, checking fields: 0
[ Info: 48_27: layer 2/2, base field no. 42/92, constructing abelian extensions
[ Info: 48_27: layer 2/2, base field no. 42/92, checking fields: 0
[ Info: 48_27: layer 2/2, base field no. 43/92, constructing abelian extensions
[ Info: 48_27: layer 2/2, base field no. 43/92, checking fields: 0
[ Info: 48_27: layer 2/2, base field no. 44/92, constructing abelian extensions
[ Info: 48_27: layer 2/2, base field no. 44/92, checking fields: 0
[ Info: 48_27: layer 2/2, base field no. 45/92, constructing abelian extensions
[ Info: 48_27: layer 2/2, base field no. 45/92, checking fields: 0
[ Info: 48_27: layer 2/2, base field no. 46/92, constructing abelian extensions
[ Info: 48_27: layer 2/2, base field no. 46/92, checking fields: 0
[ Info: 48_27: layer 2/2, base field no. 47/92, constructing abelian extensions
[ Info: 48_27: layer 2/2, base field no. 47/92, checking fields: 0
[ Info: 48_27: layer 2/2, base field no. 48/92, constructing abelian extensions
[ Info: 48_27: layer 2/2, base field no. 48/92, checking fields: 1
[ Info: 48_27: layer 2/2, base field no. 48/92, 1/1
[ Info: 48_27: layer 2/2, base field no. 49/92, constructing abelian extensions
[ Info: 48_27: layer 2/2, base field no. 49/92, checking fields: 0
[ Info: 48_27: layer 2/2, base field no. 50/92, constructing abelian extensions
[ Info: 48_27: layer 2/2, base field no. 50/92, checking fields: 0
[ Info: 48_27: layer 2/2, base field no. 51/92, constructing abelian extensions
[ Info: 48_27: layer 2/2, base field no. 51/92, checking fields: 0
[ Info: 48_27: layer 2/2, base field no. 52/92, constructing abelian extensions
[ Info: 48_27: layer 2/2, base field no. 52/92, checking fields: 0
[ Info: 48_27: layer 2/2, base field no. 53/92, constructing abelian extensions
[ Info: 48_27: layer 2/2, base field no. 53/92, checking fields: 0
[ Info: 48_27: layer 2/2, base field no. 54/92, constructing abelian extensions
[ Info: 48_27: layer 2/2, base field no. 54/92, checking fields: 0
[ Info: 48_27: layer 2/2, base field no. 55/92, constructing abelian extensions
[ Info: 48_27: layer 2/2, base field no. 55/92, checking fields: 0
[ Info: 48_27: layer 2/2, base field no. 56/92, constructing abelian extensions
[ Info: 48_27: layer 2/2, base field no. 56/92, checking fields: 0
[ Info: 48_27: layer 2/2, base field no. 57/92, constructing abelian extensions
[ Info: 48_27: layer 2/2, base field no. 57/92, checking fields: 0
[ Info: 48_27: layer 2/2, base field no. 58/92, constructing abelian extensions
[ Info: 48_27: layer 2/2, base field no. 58/92, checking fields: 0
[ Info: 48_27: layer 2/2, base field no. 59/92, constructing abelian extensions
