[ Info: 72_15: File for first layer exists [2], 2297; loading ...
[ Info: 72_15: layer 2/3, base field no. 1/779, constructing abelian extensions
[ Info: 72_15: layer 2/3, base field no. 1/779, checking fields: 9
[ Info: 72_15: layer 2/3, base field no. 1/779, 1/9
[ Info: 72_15: layer 2/3, base field no. 1/779, 2/9
[ Info: 72_15: layer 2/3, base field no. 1/779, 3/9
[ Info: 72_15: layer 2/3, base field no. 1/779, 4/9
[ Info: 72_15: layer 2/3, base field no. 1/779, 5/9
[ Info: 72_15: layer 2/3, base field no. 1/779, 6/9
[ Info: 72_15: layer 2/3, base field no. 1/779, 7/9
[ Info: 72_15: layer 2/3, base field no. 1/779, 8/9
[ Info: 72_15: layer 2/3, base field no. 1/779, 9/9
[ Info: 72_15: layer 2/3, base field no. 2/779, constructing abelian extensions
[ Info: 72_15: layer 2/3, base field no. 2/779, checking fields: 2
[ Info: 72_15: layer 2/3, base field no. 2/779, 1/2
[ Info: 72_15: layer 2/3, base field no. 2/779, 2/2
[ Info: 72_15: layer 2/3, base field no. 3/779, constructing abelian extensions
[ Info: 72_15: layer 2/3, base field no. 3/779, checking fields: 2
[ Info: 72_15: layer 2/3, base field no. 3/779, 1/2
[ Info: 72_15: layer 2/3, base field no. 3/779, 2/2
[ Info: 72_15: layer 2/3, base field no. 4/779, constructing abelian extensions
[ Info: 72_15: layer 2/3, base field no. 4/779, checking fields: 1
[ Info: 72_15: layer 2/3, base field no. 4/779, 1/1
[ Info: 72_15: layer 2/3, base field no. 5/779, constructing abelian extensions
[ Info: 72_15: layer 2/3, base field no. 5/779, checking fields: 2
[ Info: 72_15: layer 2/3, base field no. 5/779, 1/2
[ Info: 72_15: layer 2/3, base field no. 5/779, 2/2
[ Info: 72_15: layer 2/3, base field no. 6/779, constructing abelian extensions
[ Info: 72_15: layer 2/3, base field no. 6/779, checking fields: 0
[ Info: 72_15: layer 2/3, base field no. 7/779, constructing abelian extensions
[ Info: 72_15: layer 2/3, base field no. 7/779, checking fields: 0
[ Info: 72_15: layer 2/3, base field no. 8/779, constructing abelian extensions
